episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
274,390.0,424,167874,0.1,0.1069917917550313,644.3334291179999,True,False
275,420.0,525,168399,0.1,0.11121879920420301,646.2692454029998,True,False
276,480.0,526,168925,0.1,0.09249113435207894,650.9880408999998,True,False
277,1050.0,932,169857,0.1,0.11147453231025535,654.1315675559999,True,False
278,1200.0,1076,170933,0.1,0.09926547925420742,657.757253494,True,False
279,980.0,869,171802,0.1,0.09726174825948367,661.2447424819998,True,False
280,500.0,473,172275,0.1,0.092959943914123,662.904342499,True,False
281,350.0,416,172691,0.1,0.13718782122640943,664.4389223439998,True,False
282,560.0,457,173148,0.1,0.12077549959978331,666.1221091939997,True,False
283,470.0,456,173604,0.1,0.10421606182659927,667.8215920779999,True,False
284,430.0,473,174077,0.1,0.08512306308878934,669.578482505,True,False
285,390.0,383,174460,0.1,0.11732133570088384,671.0015553600001,True,False
286,1040.0,636,175096,0.1,0.11662351978509305,673.9175887020001,True,False
287,930.0,674,175770,0.1,0.1297223111171098,676.2766085650001,True,False
288,140.0,324,176094,0.1,0.1388259543404903,677.5129287979998,True,False
289,460.0,506,176600,0.1,0.10807187434315212,679.3998707410001,True,False
290,460.0,465,177065,0.1,0.13952693987059697,681.1487602459997,True,False
291,230.0,307,177372,0.1,0.13319919451877668,682.3525213459998,True,False
292,390.0,473,177845,0.1,0.1383402993886779,684.2846926100001,True,False
293,720.0,637,178482,0.1,0.1334059132883946,687.2035236500001,True,False
294,1450.0,811,179293,0.1,0.11805178828794381,690.1350893169997,True,False
295,480.0,502,179795,0.1,0.09890809544920921,691.9476996149997,True,False
296,390.0,386,180181,0.1,0.13666557991089895,693.413681435,True,False
297,380.0,377,180558,0.1,0.1348589893945671,694.8275294939999,True,False
298,290.0,344,180902,0.1,0.09657225240195214,696.100594949,True,False
299,440.0,457,181359,0.1,0.14189897190060533,698.1612779399998,True,False
300,250.0,383,181742,0.1,0.12386615597642958,699.926004768,True,False
